osm_id,lat,lon,name,store_type
592141779,51.3211218,-0.1385115,Tesco Express,Express
592995892,51.6467134,-0.1868917,Tesco Express,Express
594374259,51.5552994,-0.0544014,Tesco Express,Express
597115332,51.5365434,0.0343182,Tesco Express,Express
600840814,51.4536898,-0.1015286,Tesco Express,Express
604764159,51.5244494,0.2980654,Tesco Express,Express
611745615,51.5463666,-0.2033888,Tesco Express,Express
624054436,51.3815728,-0.0628855,Tesco Express,Express
624408121,51.5259449,0.0570457,Tesco Express,Express
659336230,51.3761952,-0.3030097,Tesco Express,Express
671101762,51.4134811,0.1216572,Tesco,Express
685829172,51.5719485,-0.0211529,Tesco Express,Express
696533247,51.4009894,-0.2410056,Tesco Extra,Extra
738679260,51.4169455,-0.1921364,Tesco Express,Express
757303491,51.4530701,-0.4298194,Tesco Express,Express
757877934,51.5155059,0.0784986,Tesco Extra Petrol Station,Extra
764547240,51.4508743,-0.3583681,Tesco Express,Express
766082937,51.4743327,0.1624871,Tesco Express,Express
768094228,51.4607857,-0.1638613,Tesco Express,Express
822705342,51.4562302,0.2283364,Tesco Express,Express
843997541,51.4154804,-0.1927027,Tesco Express,Express
846835513,51.4932056,-0.1763839,Tesco Express,Express
853255267,51.5355509,0.0082913,Tesco Express,Express
867856682,51.6805242,-0.0344397,Tesco Express,Express
880723259,51.4826481,-0.1859713,Tesco Express,Express
893742481,51.5486291,-0.0611849,Tesco Express,Express
902181595,51.4859879,-0.1614017,Tesco Express,Express
913826275,51.4522478,-0.1218586,Tesco Express,Express
914439253,51.4006414,0.1136238,Tesco Express,Express
919706696,51.6159428,-0.0176291,Tesco Express,Express
934655896,51.6320372,0.0048532,Tesco Express,Express
938601787,51.4327918,-0.1640146,Tesco Express,Express
940735685,51.4574006,-0.3725746,Tesco Express,Express
958455747,51.5150295,-0.0853568,Tesco Express,Express
958598631,51.451068,-0.3321472,Tesco Express,Express
969248492,51.5735422,-0.4241385,Tesco Express,Express
969629721,51.4501751,0.1041955,Tesco Express,Express
972650226,51.458391,-0.4036637,Staines Road Tesco Express,Express
974179313,51.5023397,-0.2258674,Tesco Express,Express
975869245,51.4976968,-0.2239632,Tesco,Superstore
991187791,51.4638416,0.1003009,Tesco Express,Express
991926419,51.4470311,0.1996912,Tesco Express,Express
997054899,51.4506643,0.0297076,Tesco Express,Express
999815151,51.4950849,-0.2109402,Tesco Express,Express
1011408788,51.4619629,-0.2162853,Tesco Express,Express
1018324386,51.5457777,-0.1626129,Tesco Express,Express
1047701771,51.4457797,0.0398942,Tesco Express,Express
1058182004,51.5781171,0.1754857,Tesco Express,Express
1058412602,51.4555056,-0.3205494,Tesco Express,Express
1058537330,51.5824316,0.1642683,Tesco Express,Express
1084223937,51.5619285,-0.0105772,Tesco Express,Express
1089870911,51.4159804,-0.0550066,Tesco Express,Express
1105340182,51.3793527,-0.0835718,Tesco Express,Express
1116316319,51.3359969,-0.1173807,Tesco,Express
1129468352,51.5479842,0.0054165,Tesco Express,Express
1137108761,51.3120787,-0.0811201,Tesco Express,Express
1162980435,51.5783216,-0.0178044,Tesco Express,Express
1263272988,51.657388,-0.2711672,Tesco Extra,Extra
1276072021,51.5199888,-0.1344383,Tesco Express,Express
1298072759,51.5716486,0.2186885,Tesco Express,Express
1299961388,51.3939675,-0.0675775,Tesco Express,Express
1304817047,51.5778095,0.2074329,Tesco Express,Express
1313083933,51.5336528,-0.2191754,Tesco Express,Express
1319020194,51.5833043,0.2209163,Tesco Express,Express
1351840827,51.578537,0.0261671,Tesco Express,Express
1460292491,51.5586914,0.0426812,Tesco Express,Express
